epoch,accuracy,loss,val_accuracy,val_loss
0,0.17987500131130219,3.3048458099365234,0.22953124344348907,3.1096913814544678
1,0.2268156260251999,3.131993293762207,0.23984375596046448,3.073805570602417
2,0.23636563122272491,3.1035492420196533,0.23656250536441803,3.077037811279297
3,0.2431125044822693,3.0842301845550537,0.23890624940395355,3.0759434700012207
4,0.24495936930179596,3.0762057304382324,0.2473125010728836,3.0530076026916504
5,0.2477562427520752,3.070242166519165,0.2513749897480011,3.045693874359131
6,0.2485562562942505,3.067523956298828,0.2523125112056732,3.0493838787078857
7,0.24978438019752502,3.064023733139038,0.2529999911785126,3.0500638484954834
8,0.251115620136261,3.060698986053467,0.250124990940094,3.0545971393585205
9,0.25247812271118164,3.0581917762756348,0.25087499618530273,3.049161672592163
10,0.2523687481880188,3.0561766624450684,0.2537499964237213,3.046757698059082
11,0.25443750619888306,3.0546793937683105,0.2555312514305115,3.0417606830596924
12,0.25334376096725464,3.053368330001831,0.2552812397480011,3.047438859939575
13,0.25398126244544983,3.0518124103546143,0.2564062476158142,3.041799545288086
14,0.2544093728065491,3.0509238243103027,0.2512499988079071,3.0598573684692383
15,0.25475624203681946,3.0495665073394775,0.25584375858306885,3.0463707447052
16,0.2554999887943268,3.0476512908935547,0.25203123688697815,3.055177927017212
17,0.2560499906539917,3.046832323074341,0.25862500071525574,3.049283027648926
18,0.2554124891757965,3.0462305545806885,0.25450000166893005,3.0615971088409424
19,0.2565000057220459,3.044522285461426,0.2587812542915344,3.0644476413726807
20,0.25696563720703125,3.044712781906128,0.25390625,3.050100326538086
21,0.256571888923645,3.04433274269104,0.25615623593330383,3.065025568008423
22,0.25818437337875366,3.040959596633911,0.25596874952316284,3.0602469444274902
23,0.2579468786716461,3.041369676589966,0.25559374690055847,3.0679497718811035
24,0.25732186436653137,3.0421693325042725,0.2569062411785126,3.0706961154937744
25,0.2585218846797943,3.040189027786255,0.2587187588214874,3.0653467178344727
26,0.25895312428474426,3.0393412113189697,0.257937490940094,3.0652596950531006
0,0.2517562508583069,2.6795995235443115,0.2839062511920929,2.5606846809387207
1,0.28299999237060547,2.5718095302581787,0.2915312647819519,2.5729711055755615
2,0.28532811999320984,2.55647611618042,0.2956250011920929,2.5901215076446533
3,0.29006248712539673,2.545635938644409,0.2965937554836273,2.634706735610962
4,0.29225000739097595,2.5383501052856445,0.30290624499320984,2.6151065826416016
5,0.2948499917984009,2.53318190574646,0.2967187464237213,2.6547205448150635
6,0.29673436284065247,2.5291922092437744,0.29612499475479126,2.680177927017212
7,0.2967750132083893,2.527257204055786,0.30243751406669617,2.6448965072631836
8,0.29801875352859497,2.524502992630005,0.3044687509536743,2.650533437728882
9,0.29903438687324524,2.52378511428833,0.30034375190734863,2.685676336288452
10,0.30092811584472656,2.5225517749786377,0.2994062602519989,2.672791004180908
11,0.30242499709129333,2.520536422729492,0.30393749475479126,2.6799211502075195
12,0.30415624380111694,2.5203146934509277,0.3059062361717224,2.6940834522247314
13,0.30671873688697815,2.5169525146484375,0.30562499165534973,2.681492328643799
14,0.30729374289512634,2.5153002738952637,0.304562509059906,2.6843998432159424
15,0.3074125051498413,2.5138561725616455,0.3083750009536743,2.6552209854125977
0,0.2496187537908554,2.681839942932129,0.28309375047683716,2.566173553466797
1,0.28369998931884766,2.5714282989501953,0.293156236410141,2.560232639312744
2,0.2857312560081482,2.556877374649048,0.2958124876022339,2.561310052871704
3,0.2901562452316284,2.545958995819092,0.2943125069141388,2.587747573852539
4,0.29247811436653137,2.539315938949585,0.30143749713897705,2.6028921604156494
5,0.2953718602657318,2.5336034297943115,0.2966249883174896,2.6175954341888428
6,0.2955625057220459,2.5307867527008057,0.2998749911785126,2.6371984481811523
7,0.2967124879360199,2.5284981727600098,0.30243751406669617,2.6202054023742676
8,0.2976750135421753,2.5254125595092773,0.30278125405311584,2.62422251701355
9,0.2991218864917755,2.523772954940796,0.29909375309944153,2.6509053707122803
10,0.3004218637943268,2.5228874683380127,0.29990625381469727,2.6660661697387695
11,0.30211561918258667,2.520857334136963,0.30425000190734863,2.6697559356689453
12,0.3030500113964081,2.5203704833984375,0.3059687614440918,2.6786718368530273
13,0.3053281307220459,2.517909526824951,0.30368751287460327,2.6907176971435547
14,0.305768758058548,2.5169262886047363,0.30262500047683716,2.690514087677002
15,0.30736562609672546,2.5149288177490234,0.30668750405311584,2.677003860473633
0,0.12826406955718994,3.6078295707702637,0.14821875095367432,3.524324893951416
1,0.14564219117164612,3.534273147583008,0.14998437464237213,3.5208590030670166
2,0.1497156322002411,3.5199737548828125,0.15268750488758087,3.5214695930480957
3,0.15117187798023224,3.511840343475342,0.15332812070846558,3.5098748207092285
4,0.15250937640666962,3.5066113471984863,0.1550937443971634,3.512294292449951
0,0.1525023877620697,3.5078907012939453,0.15862995386123657,3.5085697174072266
1,0.15353365242481232,3.5030407905578613,0.15600000321865082,3.5162596702575684
2,0.15421587228775024,3.501286268234253,0.15703615546226501,3.5141172409057617
3,0.1552909016609192,3.498387575149536,0.15666115283966064,3.5189321041107178
4,0.15633632242679596,3.4960081577301025,0.15828125178813934,3.5010335445404053
