epoch,accuracy,loss,val_accuracy,val_loss
0,0.5218155980110168,2.0927658081054688,0.5230937600135803,2.0243492126464844
1,0.5282437205314636,2.0312066078186035,0.5285624861717224,2.0062255859375
2,0.5279437303543091,2.0189948081970215,0.5300312638282776,1.9888432025909424
3,0.5320500135421753,2.0032145977020264,0.527218759059906,1.9862489700317383
4,0.5333124995231628,1.9925328493118286,0.5337187647819519,1.9804651737213135
5,0.5345093607902527,1.9874950647354126,0.5326250195503235,1.9679818153381348
6,0.5359030961990356,1.9841265678405762,0.5324062705039978,1.9633116722106934
7,0.5365343689918518,1.9856797456741333,0.5331562757492065,1.9672672748565674
8,0.5352343916893005,1.9994521141052246,0.5342187285423279,1.9762102365493774
9,0.5325906276702881,2.0318727493286133,0.5262187719345093,1.998016357421875
10,0.5309844017028809,2.086360454559326,0.5264687538146973,2.0120432376861572
11,0.5281562209129333,2.163219451904297,0.5275312662124634,2.026265859603882
12,0.5263406038284302,2.293980360031128,0.5214375257492065,2.04355525970459
13,0.5223749876022339,2.4353530406951904,0.5228437781333923,2.1284008026123047
14,0.5188375115394592,2.5737881660461426,0.5204062461853027,2.126481771469116
15,0.511775016784668,2.7367868423461914,0.5101249814033508,2.2606351375579834
16,0.5118625164031982,2.757014751434326,0.510937511920929,2.3705615997314453
0,0.27229687571525574,2.6063148975372314,0.36228126287460327,2.2134430408477783
1,0.36919376254081726,2.2011303901672363,0.42678123712539673,2.049698829650879
2,0.41237500309944153,2.0806543827056885,0.45740625262260437,1.9655207395553589
3,0.4419218897819519,2.0102243423461914,0.46968749165534973,1.9144401550292969
4,0.4562968611717224,1.9694347381591797,0.48350000381469727,1.88994562625885
5,0.46764063835144043,1.937958002090454,0.4869999885559082,1.8682888746261597
6,0.4750812351703644,1.9153698682785034,0.49278125166893005,1.852601170539856
7,0.48137813806533813,1.8944828510284424,0.4997499883174896,1.8361616134643555
8,0.4862250089645386,1.882278561592102,0.49778124690055847,1.8296658992767334
9,0.48948124051094055,1.8690191507339478,0.5062812566757202,1.8133869171142578
10,0.49480313062667847,1.8579691648483276,0.5097187757492065,1.807528018951416
11,0.49723437428474426,1.8484920263290405,0.5100937485694885,1.7972748279571533
12,0.5006812214851379,1.8394818305969238,0.5168437361717224,1.7905428409576416
